@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute vetor_caracteristica_0 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc40 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc47 numeric
@attribute histogram_acc57 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
13235,19031,8049,3871,1287,1,1665,1902,624,5,0,695,4084,11206,2567,1734,558,1873,231247,80054,0,37,14,276,0,235331,Pittosporum-tobira
7203,12276,9133,4691,472,0,1076,1239,156,3,1,233,3783,9464,5437,1701,512,163,169813,50853,48,440,19,101,0,173596,Pittosporum-tobira
4776,9939,9563,5903,2810,0,1219,959,297,0,0,436,3916,51813,5590,3964,1072,80,201443,11752,0,206,4,106,0,205359,Pittosporum-tobira
17339,19690,6659,13267,3000,0,1112,1740,494,3,0,369,3727,4034,242,12831,266,667,134100,38300,0,1,19,130,0,137827,Pittosporum-tobira
7662,6968,4330,3248,942,5,881,1817,225,3,0,343,3925,1207,1585,739,224,1157,184618,108781,0,7,54,264,0,188543,Pittosporum-tobira
3300,13952,8409,7544,2752,0,882,1389,569,1,0,700,3578,43644,392,3221,230,329,123496,3668,0,0,3,108,0,127074,Pittosporum-tobira
3574,19103,16968,6944,2671,0,1485,1342,444,0,0,608,3905,47054,2559,2340,472,227,202936,4026,0,5,4,72,0,206841,Pittosporum-tobira
997,14426,14797,4977,8163,0,1920,1389,478,1,0,597,3981,70452,2239,896,34,376,181891,1020,1,43,5,93,0,185872,Pittosporum-tobira
1016,12342,11114,6409,4519,0,1325,1021,336,0,0,414,3730,56127,1617,1232,518,277,172071,1046,0,3,12,76,0,175801,Pittosporum-tobira
2396,12065,12945,7482,2409,0,780,968,293,1,0,379,3747,45081,3444,3299,17,15,160397,3189,0,1,7,38,0,164144,Pittosporum-tobira
13607,18555,6598,1581,777,6,1534,1068,277,6,0,399,3942,29053,3106,120,1376,105,211359,48981,3,294,9,58,0,215301,Pittosporum-tobira
937,13527,12234,4942,6165,0,1800,1289,522,5,0,586,3757,54448,1640,784,471,345,158209,941,1,21,1,123,0,161966,Pittosporum-tobira
4717,16723,12783,7238,4966,0,1203,1117,382,2,0,486,3679,45873,1502,1358,399,145,154178,5766,1,13,6,102,0,157857,Pittosporum-tobira
3080,13631,10620,7240,2480,0,1151,1223,389,1,0,464,3680,34853,1941,3384,469,165,157654,3284,0,6,17,138,0,161334,Pittosporum-tobira
9372,15349,9417,3097,997,12,1706,1607,391,2,0,529,3928,19838,7886,411,1140,960,187974,58219,1,223,15,123,0,191902,Pittosporum-tobira
265,18363,17524,3060,4369,0,1644,1004,399,0,0,587,3805,52491,6007,255,331,42,154336,269,2,73,1,69,0,158141,Pittosporum-tobira
5081,14528,13330,9308,3594,0,1227,1307,300,0,0,455,3782,35051,2267,5041,500,105,154608,8347,1,6,12,113,0,158390,Pittosporum-tobira
792,27424,34860,1016,1023,0,1151,848,654,7,1,1379,5748,40344,87197,21,13,0,334232,1022,3,7,6,11,0,339980,Platanus-x
20825,30281,9867,2098,714,2,853,987,458,2,0,943,5678,47829,4764,52,18,14,406017,54515,1,177,0,1,1,411695,Platanus-x
23691,23881,4689,1156,852,0,1264,1432,582,7,0,1163,6290,33056,1115,10,417,33,383879,139201,0,53,1,14,0,390169,Platanus-x
5462,13434,6496,916,682,0,845,829,465,0,0,820,5425,101371,1558,3,70,1,343683,12349,0,192,0,7,0,349108,Platanus-x
7688,26832,14634,1309,841,0,990,1505,745,12,2,1105,5722,109258,5737,90,9,198,326190,10845,0,2,4,38,0,331912,Platanus-x
19770,37428,16081,2208,931,23,1333,1453,542,20,1,1257,6237,103696,9352,91,121,122,407148,50616,43,436,4,21,0,413385,Platanus-x
7330,19581,11133,971,906,2,1356,1044,452,15,0,1275,6070,109094,5197,3,81,28,390181,15165,13,323,0,3,0,396251,Platanus-x
228,25104,33626,688,1007,0,1270,903,541,2,1,1292,6134,38915,88911,6,21,2,402752,257,0,6,2,16,0,408886,Platanus-x
2834,19306,11834,1207,1071,0,1160,1129,531,0,0,1034,5717,118770,2831,83,26,3,346200,3341,0,4,3,8,0,351917,Platanus-x
2845,23249,19229,1259,1446,4,1225,875,465,7,0,923,5961,105760,14468,34,328,15,401677,4826,0,108,0,7,0,407638,Platanus-x
25268,30261,7706,1738,625,3,718,1509,556,4,0,877,6062,36594,2191,20,49,93,402401,96107,1,18,2,20,0,408463,Platanus-x
4138,14299,8517,877,770,4,1181,919,392,8,0,874,5932,113216,3848,0,268,3,396719,7822,0,126,0,2,2,402651,Platanus-x
1765,20369,15046,1479,1245,0,1132,1272,595,5,1,1077,6173,139582,6162,125,22,4,374991,2558,0,0,6,15,0,381164,Platanus-x
325,32551,41873,1314,1255,0,1425,1156,739,0,0,1502,6245,35142,85481,28,23,4,406977,339,0,0,3,20,0,413222,Platanus-x
29369,30785,7182,2406,609,4,731,1538,406,8,0,922,6168,29859,1666,90,110,56,390115,117462,94,29,2,20,0,396283,Platanus-x
32109,34504,2944,958,505,0,619,1052,516,0,1,579,5381,39404,452,46,38,9,343902,81744,0,0,3,16,0,349283,Platanus-x
5570,14249,7081,360,820,2,1144,699,525,1,0,947,5335,108573,3956,1,175,0,320341,8322,1,118,1,12,0,325676,Platanus-x
2620,17753,15000,1028,1232,6,1478,979,515,20,0,1095,6167,126857,12368,1,352,14,392084,4556,0,235,0,4,1,398251,Platanus-x
27787,36226,9186,2316,749,9,950,1470,472,8,3,1029,6117,59387,2355,63,166,37,374067,82738,6,41,0,10,0,380184,Platanus-x
20777,26670,6314,1117,878,11,1346,1423,596,17,0,1113,5918,77676,2288,60,580,140,376824,64616,22,50,4,30,0,382742,Platanus-x
91,22502,28294,609,918,0,1238,688,617,3,0,1141,5538,46010,80854,31,28,0,323793,91,3,9,3,11,0,329331,Platanus-x
24582,24411,5198,1488,540,4,619,1276,440,17,0,805,5843,22957,1171,21,9,27,357814,120057,9,30,2,13,0,363657,Platanus-x
23011,32774,4669,1389,579,0,596,1151,540,0,0,667,5207,64998,603,74,7,6,325779,43264,0,0,1,11,0,330986,Platanus-x
1125,16642,15428,458,708,1,792,579,554,1,0,998,5592,129957,10785,9,0,0,341794,1546,10,3,10,28,0,347386,Platanus-x
258,26996,34886,777,1018,0,1138,711,528,1,0,975,5399,30969,65872,10,26,1,326264,258,0,13,5,15,0,331663,Platanus-x
217,10015,16934,1116,1159,0,1389,984,531,0,0,1222,5341,9270,93918,37,42,2,314625,221,0,7,1,29,0,319966,Platanus-x
22445,29774,6749,1226,697,0,1024,1167,506,4,2,1039,5963,63933,1548,0,95,13,354728,53944,0,261,1,1,0,360691,Platanus-x
87,10795,19935,736,1100,0,1218,828,673,0,0,1223,5536,9025,122592,4,15,4,334576,87,0,1,5,28,0,340112,Platanus-x
18474,27179,7539,1634,702,0,831,953,474,2,0,810,6003,67159,2421,17,116,2,400110,42593,9,227,1,5,0,406113,Platanus-x
8840,25895,14927,1416,907,15,1365,1076,482,23,2,1247,6130,108726,6124,32,217,32,400354,19228,19,193,0,5,0,406484,Platanus-x
14757,28475,8592,1181,755,2,679,1200,672,0,0,904,6077,159045,2728,22,7,22,399140,27940,0,2,5,43,0,405217,Platanus-x
9993,17427,5711,852,701,6,935,852,511,4,0,855,5508,100069,1564,2,119,9,372643,22868,0,163,0,8,0,378151,Platanus-x
24796,29055,5700,1092,738,1,725,1083,593,1,1,794,5768,50028,1731,4,1,5,360811,80284,0,30,0,3,0,366579,Platanus-x
22747,23236,4267,1253,576,0,941,1346,447,6,0,808,5989,26071,665,1,86,7,361631,115266,1,136,1,17,0,367620,Platanus-x
59,18018,24308,781,928,0,1186,872,512,2,0,1069,5359,20038,64193,60,8,2,382895,59,0,11,7,12,0,388254,Platanus-x
16509,37439,13034,2118,962,0,863,1265,599,1,0,834,6574,154252,2927,78,12,0,383006,31907,22,1,2,26,0,389580,Platanus-x
30179,28707,4796,1157,669,3,825,1444,603,6,1,830,5853,32368,1176,12,102,61,392027,111260,10,75,6,42,0,397880,Platanus-x
23279,34470,7077,1671,808,0,1080,1808,774,7,0,1196,5972,84258,1627,85,71,123,379035,52568,0,4,7,22,0,385007,Platanus-x
19818,17012,8092,2620,894,170,1460,1467,291,55,0,1071,4365,1774,1743,219,101,691,282134,65905,305,145,6,25,227,286499,Populus-alba
14965,7168,3956,2783,270,42,1256,1596,196,29,2,571,4416,103,614,185,487,535,269792,99506,110,649,7,29,17,274208,Populus-alba
20146,13600,6176,2682,385,122,1486,1717,287,34,0,921,4561,1249,464,133,601,831,325438,76128,97,254,3,37,202,329999,Populus-alba
20638,16791,10318,3826,698,197,1452,1506,224,94,1,952,4494,2243,1789,236,138,434,288887,66990,1030,245,6,26,352,293381,Populus-alba
11731,6707,5029,2857,218,168,1347,1592,106,41,8,641,4293,298,935,462,411,861,280739,76044,344,702,22,46,7,285032,Populus-alba
11776,5962,4693,2348,179,55,1022,1572,148,33,1,688,4255,215,1278,188,83,490,267486,76279,302,574,6,36,0,271741,Populus-alba
28916,15472,9693,6314,430,119,2147,1637,146,218,0,1284,5308,300,523,357,1406,280,370804,121156,583,91,8,20,474,376112,Populus-alba
28421,18838,8004,2604,356,159,1925,1585,260,53,0,1204,4906,1074,1206,59,855,329,356464,108831,195,1255,0,18,21,361370,Populus-alba
25806,18218,8431,2798,638,99,1836,1712,323,35,0,843,4471,781,675,229,346,755,304438,70770,134,133,4,43,483,308909,Populus-alba
25140,9254,7595,5965,179,140,1116,1194,74,49,1,520,4342,94,414,122,385,58,312621,76905,299,228,7,15,330,316963,Populus-alba
19731,19252,9255,2866,510,109,1024,1936,332,99,1,1038,4528,3701,2026,450,50,2095,321798,59699,710,31,13,93,4,326326,Populus-alba
24641,17943,8584,2710,229,41,1494,1457,257,52,0,756,4638,2736,1786,154,415,283,287322,76009,2084,1195,1,18,17,291960,Populus-alba
14491,8567,4742,1531,225,122,1199,1322,214,36,0,819,4397,318,1041,26,320,131,316459,66634,588,602,1,7,126,320856,Populus-alba
25572,16932,14825,4784,420,200,1513,1944,178,89,1,1003,4740,788,4502,227,544,1897,304217,74962,1479,99,24,78,82,308957,Populus-alba
25991,21161,9471,2108,650,162,1675,1007,118,48,0,991,4364,1936,829,8,118,25,324857,51369,70,179,0,2,456,329221,Populus-alba
20242,8078,5394,3753,241,76,1314,1180,112,20,0,687,4444,50,220,133,404,73,292216,90300,61,221,4,6,321,296660,Populus-alba
14388,8026,4619,2290,200,87,977,1632,161,53,0,428,4316,767,806,223,301,452,277854,83754,1324,367,10,30,3,282170,Populus-alba
23791,18788,12975,4343,573,146,1641,1987,222,65,1,950,4768,1042,1239,150,813,991,339050,67923,222,155,7,19,121,343818,Populus-alba
8893,3831,3149,1620,145,202,1263,1279,99,31,0,678,4455,104,874,30,480,113,289692,98715,107,969,2,9,53,294147,Populus-alba
16961,9898,4794,2437,319,144,1148,1364,247,25,0,732,4401,546,907,176,179,143,283205,83815,267,205,2,19,474,287606,Populus-alba
27796,25269,9970,2665,922,267,2075,1847,366,52,0,1001,4813,3483,1033,197,604,715,318328,75831,158,330,2,19,177,323141,Populus-alba
15493,8299,4376,1607,252,109,1188,1325,194,30,1,582,4558,422,919,40,493,188,325844,92562,571,359,3,7,3,330402,Populus-alba
17087,8076,4850,2849,323,185,1838,1588,247,150,0,1166,4790,252,321,199,1299,354,360487,116548,98,254,4,18,237,365277,Populus-alba
19948,15051,10199,4478,273,151,1165,1720,147,42,1,565,4335,813,1506,272,351,693,268602,58674,245,74,15,52,12,272937,Populus-alba
17328,11162,6329,2663,244,173,1353,1340,285,32,0,815,4597,778,730,36,177,122,313574,95864,206,438,3,11,320,318171,Populus-alba
23596,19324,9010,4840,650,111,1589,1237,185,63,0,800,4574,1336,697,387,238,25,321179,74947,89,300,4,12,718,325753,Populus-alba
14816,9208,5887,2950,350,55,1284,1237,288,17,0,766,4389,473,630,217,184,344,368302,74205,221,360,0,10,282,372691,Populus-alba
23337,19892,9895,1996,562,298,1669,1688,307,42,0,1149,4569,1916,2432,198,185,1104,328026,66897,134,336,6,58,411,332595,Populus-alba
17823,10572,5030,2449,382,73,1304,1579,223,103,0,1039,4415,451,696,147,415,386,334809,74883,84,54,0,0,397,339224,Populus-alba
11754,6686,3637,1399,162,84,1308,1430,163,25,0,639,4350,762,680,38,491,295,286294,82579,137,708,8,50,6,290644,Populus-alba
17867,10032,6009,4414,308,119,1791,1619,247,82,1,824,4703,232,404,744,464,831,327523,99885,334,419,9,4,402,332226,Populus-alba
19199,11410,4911,1695,426,156,1575,1547,358,54,1,943,4473,309,533,75,341,457,322540,80775,107,191,3,51,495,327013,Populus-alba
13860,9377,5607,1664,115,92,921,1425,98,48,2,562,4523,2282,1186,37,224,140,291582,86193,1428,317,19,47,0,296105,Populus-alba
21160,13638,7617,2124,243,111,1156,1351,178,32,0,630,4653,1701,1253,45,408,84,314160,76234,2627,378,4,53,2,318813,Populus-alba
11671,5745,3903,2109,239,59,1218,1703,154,43,0,569,4463,380,672,231,836,428,277000,90208,676,419,6,38,5,281463,Populus-alba
20726,13817,6386,3166,300,171,1304,1346,138,66,0,609,4572,1005,854,62,429,233,308500,89585,330,122,15,54,299,313072,Populus-alba
21387,12806,8083,4794,555,135,1430,1592,281,133,0,700,4467,310,548,211,381,671,329452,79656,933,150,0,31,371,333919,Populus-alba
14213,6766,5108,2470,178,136,1343,1528,143,31,0,696,4391,346,982,247,331,247,292759,95203,740,617,4,13,20,297150,Populus-alba
16801,9155,5821,3108,345,132,1725,1664,213,66,0,1213,4640,296,493,179,811,1098,350321,89941,80,169,2,11,228,354961,Populus-alba
27046,17238,7727,2914,431,157,1351,1392,195,62,2,751,4444,625,507,88,323,280,332979,80493,552,190,5,16,427,337423,Populus-alba
11176,6184,4284,2481,221,182,1081,1063,172,21,0,576,4415,252,578,151,215,78,294133,82066,136,588,1,3,153,298548,Populus-alba
8317,3659,2701,1897,242,122,1367,1285,163,42,1,643,4326,38,193,152,340,284,298471,88176,114,213,0,13,201,302797,Populus-alba
21596,13548,10915,3558,231,124,1053,1472,151,59,0,689,4387,670,1866,209,137,459,269119,73473,1257,500,2,18,3,273506,Populus-alba
16394,15465,8632,1750,496,236,1265,1194,222,43,0,822,4218,3016,1962,149,235,308,297218,52147,1130,267,2,15,150,301436,Populus-alba
16138,9407,5048,2094,238,116,1191,1203,190,19,0,697,4551,329,690,77,313,94,303220,92104,107,243,2,33,212,307771,Populus-alba
14136,7271,4274,3203,224,147,1264,1552,183,100,0,793,4420,79,608,205,399,136,313644,79593,158,163,10,69,515,318064,Populus-alba
16414,12873,8319,3468,189,52,1041,1659,203,35,0,698,4519,1404,2032,419,338,300,304631,77994,877,398,9,37,1,309150,Populus-alba
13168,7783,4585,2207,250,148,1129,1541,188,55,0,708,4480,872,439,108,154,364,284709,87477,234,272,0,43,368,289189,Populus-alba
18459,15497,6398,1755,360,451,1021,1473,261,38,0,1298,4832,5792,1086,62,63,703,348204,93330,81,24,3,13,1,353036,Populus-nigra
12558,16330,7955,1758,623,127,1239,1610,400,34,0,838,4522,10621,3207,280,134,654,308811,47829,187,442,2,17,60,313333,Populus-nigra
19865,14738,8127,1549,266,270,1292,1208,122,45,3,681,4393,3307,2564,24,198,119,312362,80366,273,679,0,0,83,316755,Populus-nigra
17412,16251,5593,1523,528,208,1006,1234,305,28,0,835,4522,7640,1121,148,89,493,319100,75764,58,162,0,30,1,323622,Populus-nigra
10718,6224,3322,2015,371,112,1202,1184,143,53,1,630,4179,437,318,35,127,195,280037,64699,429,240,4,8,234,284216,Populus-nigra
12808,8851,4038,1631,273,91,1127,1103,104,33,2,530,4165,1390,472,10,144,101,276948,61496,123,244,5,6,205,281113,Populus-nigra
15160,5637,5436,1906,266,498,1250,1349,202,50,1,791,4147,60,1017,70,44,290,267881,64084,201,528,3,15,15,272028,Populus-nigra
18086,13170,6318,1827,374,108,1423,1395,194,35,0,722,4337,1423,1364,57,274,506,319433,73423,334,212,3,14,122,323770,Populus-nigra
47,23449,4622,15107,1633,120,444,725,281,60,0,270,4390,6510,247,3081,20,25,388465,47,88,10,8,92,3,392855,Populus-nigra
21589,15560,6877,2368,406,277,1340,1365,219,79,0,785,4860,2441,1117,12,85,71,344933,114864,123,338,1,9,22,349793,Populus-nigra
13298,9706,4646,1766,238,165,1153,1326,176,25,5,662,4363,1943,365,49,314,363,292063,66448,196,317,4,7,32,296426,Populus-nigra
23716,31085,12922,1425,372,149,1786,1248,155,35,1,715,4561,15656,6199,10,276,252,358059,47947,79,656,1,13,130,362620,Populus-nigra
24602,16636,10010,2141,420,184,1588,1732,344,34,0,937,4550,2092,3003,209,289,1133,310592,75078,811,698,6,37,87,315142,Populus-nigra
19130,15447,9065,2019,245,167,1313,1328,145,32,1,651,4365,1886,2054,12,264,269,303586,70591,336,415,3,5,50,307951,Populus-nigra
20257,15994,7524,1979,359,204,1172,1650,159,87,0,1020,4910,4342,1342,47,240,329,355296,126051,165,114,10,23,38,360206,Populus-nigra
18671,19205,6690,1573,403,104,1526,1267,290,40,0,859,4548,9657,1803,47,296,313,321228,63499,76,446,15,53,342,325776,Populus-nigra
17810,17075,7071,2110,460,38,1160,1012,216,17,1,841,4620,4997,1208,20,238,121,319693,87248,37,305,0,17,13,324313,Populus-nigra
28168,24877,8816,2453,708,234,1203,1432,317,44,0,776,5025,6375,2031,170,84,610,366310,109882,49,338,6,62,14,371335,Populus-nigra
16702,13841,6246,2629,433,65,978,1145,132,31,0,810,4705,3086,737,35,208,80,324615,88494,90,200,6,11,77,329320,Populus-nigra
22321,30228,15014,1508,434,333,1337,1054,127,33,0,549,4500,11740,5842,95,84,315,368047,42774,176,369,0,6,1,372547,Populus-nigra
13762,7521,5057,1567,317,277,1693,1084,104,49,2,775,4310,208,1038,18,329,264,323238,74810,418,639,2,1,147,327548,Populus-nigra
10587,5244,4510,1297,198,287,1229,1304,134,38,1,787,4282,277,840,56,116,515,263953,51870,768,545,8,18,72,268235,Populus-nigra
13705,9106,5009,1470,235,87,1250,949,95,32,0,623,4115,1021,917,2,296,56,255233,51667,269,169,3,6,34,259348,Populus-nigra
17171,11221,5075,1861,332,113,1118,1088,160,47,0,783,4682,1078,670,28,65,26,330544,92240,55,300,2,17,328,335226,Populus-nigra
12375,10239,4710,1390,434,122,1238,1516,309,20,0,851,4402,2248,1117,151,131,797,293011,68330,100,675,0,35,49,297413,Populus-nigra
20475,18214,7038,2087,389,200,886,1355,151,27,0,542,4638,4265,1295,9,25,297,331456,85722,225,40,11,52,2,336094,Populus-nigra
17026,12051,7396,1699,182,139,1630,1666,277,40,0,1292,4834,1429,1806,158,241,1701,359329,91694,316,645,2,18,32,364163,Populus-nigra
15627,9266,4372,1783,349,82,1665,1033,186,42,1,768,4341,819,314,15,196,34,271387,71912,113,442,7,9,286,275728,Populus-nigra
13768,10724,4962,1613,368,104,1280,1208,168,28,0,807,4678,3356,791,21,114,138,328480,95616,54,514,5,6,52,333158,Populus-nigra
26079,20991,8478,2389,421,102,1664,1528,214,80,0,1296,5085,6692,2008,43,223,347,368935,127803,51,898,1,4,108,374020,Populus-nigra
18768,14865,5395,2076,578,224,1324,1602,251,41,6,890,4815,5216,798,65,190,308,353489,112726,145,294,2,5,108,358304,Populus-nigra
16903,8811,6805,1828,200,465,1606,1611,148,65,0,880,4690,705,2054,201,167,680,353032,90354,1498,387,34,43,245,357722,Populus-nigra
22563,23753,9386,1793,542,54,1639,1064,168,43,0,1049,4715,12184,3144,14,116,20,346053,64046,232,505,0,2,119,350768,Populus-nigra
30638,34939,22956,2375,570,405,1169,1168,93,58,0,596,4572,4313,7288,26,35,103,417412,42825,1382,1250,4,26,4,421984,Populus-nigra
23678,20336,6412,1809,516,359,824,1420,298,67,0,953,4869,11167,1536,98,15,453,337724,107234,198,22,4,30,3,342593,Populus-nigra
20325,9987,6628,1914,199,130,1091,1191,81,47,1,607,4244,303,1187,29,64,79,274879,69326,494,503,6,10,355,279123,Populus-nigra
23012,31552,15549,1620,365,129,1319,1866,286,44,1,1429,5075,16671,6465,463,154,1879,386999,54936,294,497,3,29,1,392074,Populus-nigra
19577,16716,6477,1546,503,33,1101,1320,156,29,0,721,4581,5836,1664,32,185,268,319227,86246,120,290,1,12,7,323808,Populus-nigra
20809,18447,8071,1592,542,206,1323,1143,220,36,0,811,4499,8242,2655,11,99,203,307128,74512,875,278,0,4,40,311627,Populus-nigra
14476,9529,4540,1698,427,99,1391,1196,262,17,1,807,4260,1150,824,40,95,190,305215,73641,127,534,0,5,128,309475,Populus-nigra
18667,17482,8311,1611,499,150,1507,1718,271,31,1,1125,4834,5422,1737,161,166,1760,355192,84378,40,618,5,20,2,360026,Populus-nigra
24585,21773,6700,1472,463,133,1920,1561,194,205,2,1396,4816,10603,1203,26,375,615,337908,90550,18,492,1,6,187,342724,Populus-nigra
19060,17445,7062,1422,387,198,1182,1404,267,29,0,796,4487,3797,1977,16,186,328,337552,76309,225,675,5,39,21,342039,Populus-nigra
22059,19794,6402,1777,500,283,1160,1584,334,52,0,986,4721,7657,1996,115,72,667,319054,89170,49,267,2,13,31,323775,Populus-nigra
14993,15018,5912,2059,444,105,998,1513,354,21,0,1076,4653,5845,792,195,314,615,298307,89781,248,317,4,21,35,302960,Populus-nigra
217,29520,6256,24036,980,73,444,1347,436,60,1,210,4971,15714,452,7650,9,159,404820,227,40,0,18,206,0,409791,Populus-nigra
14165,11106,4523,2110,391,142,1324,1215,127,41,1,771,4730,2456,612,24,144,48,343050,105458,189,277,4,10,289,347780,Populus-nigra
28312,16603,8372,1684,473,181,1591,1323,265,37,1,975,4558,1063,2095,18,142,327,317164,95216,472,585,1,10,262,321722,Populus-nigra
25429,18515,10644,2091,337,423,1611,1570,191,83,0,1053,4402,1224,2776,321,91,583,298226,65656,364,433,43,47,195,302628,Populus-nigra
15961,11897,5874,2093,296,75,978,1529,218,25,0,1123,4931,2695,1323,58,104,429,342637,111124,92,340,3,16,3,347568,Populus-nigra
16457,11825,7693,1923,379,248,1535,1366,207,49,0,855,4532,1249,2776,62,148,391,302853,76151,133,397,4,21,234,307385,Populus-nigra
246,27786,2953,16667,1086,164,245,1040,351,139,14,217,4687,15499,91,5484,26,40,374773,255,220,5,24,93,0,379460,Populus-nigra
13753,11362,4314,1020,291,131,1209,1078,170,22,0,741,4205,2880,1195,8,186,77,283711,55408,191,348,1,4,47,287916,Populus-nigra
17305,21825,12732,2616,411,34,1114,1243,154,29,0,700,4596,5732,4004,40,200,111,327386,56599,57,209,1,23,30,331982,Populus-nigra
23055,21081,7046,2147,354,306,1454,1312,147,60,1,839,4805,8890,1357,94,230,356,357021,98453,175,383,4,7,311,361826,Populus-nigra
21295,24856,16517,1830,283,154,1359,2009,227,192,2,1861,5042,6129,4515,462,157,2670,363711,62396,157,167,5,48,8,368753,Populus-nigra
10277,6562,3692,1501,247,189,1127,1178,127,21,1,454,4050,425,600,31,113,162,289320,57281,172,572,0,5,90,293370,Populus-nigra
83,21769,5308,21338,2032,42,584,786,296,99,1,291,4734,4292,312,4666,35,15,421813,83,98,6,6,65,8,426547,Populus-nigra
17039,7813,4977,1511,273,396,1356,1254,123,33,3,744,4275,187,800,30,98,297,282615,66805,118,300,3,22,46,286890,Populus-nigra
13092,11175,5648,2326,403,76,1010,1433,270,8,0,874,4728,2778,856,134,241,500,311680,96200,181,170,5,41,0,316408,Populus-nigra
37793,31742,10276,1766,767,150,1921,2171,481,93,1,1748,5530,8371,3037,55,265,1090,374693,119342,319,352,0,19,5,380223,Populus-nigra
14930,10574,6253,1291,187,107,1008,1216,141,35,2,765,4387,1316,1507,30,206,185,301563,75078,876,366,9,12,6,305950,Populus-nigra
18459,14713,4947,1808,435,159,866,1443,308,21,0,818,4851,4803,896,5,94,276,340121,113440,136,74,2,33,3,344972,Populus-nigra
13066,8926,5366,1428,294,85,1458,1236,168,33,1,686,4337,1602,1017,50,125,373,291505,80763,154,574,3,16,225,295842,Populus-nigra
22286,20435,7107,2091,526,60,1255,1481,264,21,0,804,4930,7372,1438,156,288,187,316127,97983,205,190,5,27,66,321057,Populus-nigra
26120,26628,8997,1738,617,180,1205,1164,266,48,1,701,4897,13423,2332,11,56,118,363032,84439,52,255,1,11,6,367929,Populus-nigra
18257,20820,9546,1439,278,175,1149,1369,266,27,0,891,4452,13226,4780,112,115,398,310341,48880,1115,275,11,48,9,314793,Populus-nigra
21329,17513,6309,2263,433,97,1154,1351,260,24,0,1118,4974,5590,921,190,217,693,354711,114818,264,496,5,18,0,359685,Populus-nigra
11568,11103,5933,2303,532,42,1080,1938,473,15,0,998,5111,5030,1347,289,102,1156,318147,95899,26,352,4,20,6,323258,Populus-nigra
16251,15051,6593,1636,442,62,1254,1257,203,23,0,708,4663,5626,1227,33,110,183,339544,66855,121,588,0,17,58,344207,Populus-nigra
17298,11583,5893,1541,375,213,1666,1548,296,72,2,1323,4691,1363,799,116,119,761,322190,82556,103,841,1,14,97,326881,Populus-nigra
10835,6066,3993,1672,398,76,1382,1361,210,39,0,621,4392,550,293,87,197,304,296782,84452,232,549,2,15,232,301174,Populus-nigra
119,19118,2758,20594,1016,143,488,1073,298,65,7,250,4604,4001,84,8226,25,82,368485,119,37,7,10,132,1,373089,Populus-nigra
10712,6465,4752,1366,264,495,1469,1977,222,128,2,994,4741,428,1003,132,161,1531,291576,66026,322,442,3,19,7,296317,Populus-nigra
15620,9892,6372,1861,342,160,1260,1551,300,21,1,886,4390,614,994,155,101,673,296796,69660,732,377,4,19,311,301186,Populus-nigra
20582,19938,8423,1254,385,86,1462,1038,124,24,0,773,4461,3722,3704,30,167,177,362140,57589,51,585,2,0,31,366601,Populus-nigra
26639,27817,10079,2212,493,254,1024,1708,329,64,1,1337,5021,16717,2483,238,109,1232,361007,100433,48,636,1,12,1,366028,Populus-nigra
